,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,phone,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,churn
31276,2.86,4.5,5.0,1.0,1.0,0.0,3,0,75.0,1
31277,1.91,4.9,4.2,1.0,1.0,0.0,0,0,83.3,1
31278,2.86,4.8,3.9,1.11,0.0,10.5,4,1,47.4,0
31279,1.88,4.8,4.5,1.21,0.0,14.3,4,0,71.4,0
31280,3.32,4.6,3.6,1.0,1.0,0.0,16,1,77.6,1
31281,4.19,4.6,4.9,1.28,1.0,25.0,40,1,86.1,0
31282,12.57,5.0,4.7,1.0,0.0,0.0,2,1,95.2,0
31283,3.94,4.8,4.6,1.03,0.0,7.7,2,0,69.2,0
31284,2.22,4.8,5.0,1.03,0.0,5.3,3,1,84.2,0
31285,10.05,3.5,4.0,1.0,0.0,0.0,0,1,50.0,0
31286,3.72,3.0,5.0,1.0,0.0,0.0,1,0,100.0,1
31287,3.94,4.8,4.6,1.03,0.0,8.1,0,0,81.4,0
31288,1.44,4.0,5.0,1.0,0.0,0.0,0,0,100.0,1
31289,7.09,4.8,4.1,1.02,0.0,4.8,15,1,72.6,0
31290,13.54,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
31292,2.06,4.9,4.9,1.1,0.0,18.5,6,1,51.9,0
31293,2.23,5.0,3.5,1.19,0.0,25.0,3,1,25.0,1
31294,2.95,4.5,4.9,1.0,1.0,0.0,6,0,46.2,1
31295,7.14,4.7,4.9,1.02,0.0,3.3,6,1,50.0,0
31296,12.89,5.0,5.0,1.0,1.0,0.0,2,0,0.0,1
31297,1.03,5.0,5.0,1.0,0.0,0.0,2,0,100.0,1
31298,2.27,4.5,3.9,1.08,0.0,8.3,5,1,70.8,0
31299,1.08,5.0,4.5,1.42,0.0,33.3,0,0,100.0,1
31300,2.08,5.0,5.0,1.13,0.0,50.0,1,0,50.0,1
31301,9.35,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
31302,8.02,5.0,5.0,1.0,0.0,0.0,2,0,33.3,1
31303,3.37,5.0,5.0,1.0,1.0,0.0,2,1,66.7,0
31304,3.34,4.6,5.0,1.0,0.0,0.0,2,1,42.9,0
31305,1.76,4.7,4.6,1.0,0.0,0.0,7,1,71.7,1
31306,0.85,4.3,4.3,1.0,1.0,0.0,4,0,100.0,1
31307,3.0,5.0,4.8,1.11,0.0,24.0,0,1,80.0,0
31308,2.47,5.0,5.0,1.0,0.0,0.0,2,1,75.0,0
31311,2.74,4.7,5.0,1.0,0.0,0.0,0,1,100.0,1
31314,6.36,4.9,4.8,1.02,1.0,9.1,0,1,36.4,0
31316,12.43,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
31319,7.98,5.0,5.0,1.0,0.0,0.0,0,0,50.0,1
31320,1.79,4.8,4.9,1.19,0.0,23.3,15,0,69.2,0
31321,1.31,4.5,5.0,1.0,0.0,0.0,1,0,100.0,1
31322,16.22,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
31323,2.06,3.0,5.0,1.0,0.0,0.0,0,1,0.0,1
31326,2.53,4.7,5.0,1.0,0.0,0.0,0,1,71.4,0
31327,5.39,4.9,5.0,1.0,1.0,0.0,5,1,83.3,0
31328,2.93,4.9,4.8,1.0,0.0,0.0,4,0,64.9,0
31330,6.98,5.0,4.0,1.0,1.0,0.0,2,0,0.0,1
31331,3.56,5.0,5.0,1.05,1.0,20.0,1,1,40.0,1
31332,11.78,4.6,5.0,1.17,0.0,8.3,3,1,100.0,0
31333,1.41,5.0,4.0,1.0,0.0,0.0,1,1,100.0,1
31334,1.56,4.5,5.0,1.13,1.0,50.0,2,0,100.0,1
31335,1.65,4.3,5.0,1.25,0.0,25.0,1,1,100.0,0
31338,7.48,4.8,5.0,1.0,0.0,0.0,0,1,40.0,0
31340,4.82,4.8,4.5,1.0,0.0,0.0,5,1,73.7,0
31341,1.29,4.5,4.5,1.02,0.0,9.1,4,0,54.5,1
31343,5.16,4.7,4.5,1.08,0.0,33.3,1,0,33.3,1
31344,4.44,4.7,4.9,1.05,0.0,7.1,8,1,61.9,0
31345,14.65,5.0,4.0,1.0,0.0,0.0,1,0,100.0,1
31346,2.7,4.3,4.0,1.0,0.0,0.0,4,0,70.8,0
31347,9.63,5.0,5.0,1.0,0.0,0.0,0,1,50.0,1
31348,7.15,5.0,5.0,1.0,0.0,0.0,2,1,100.0,1
31349,2.02,4.7,4.7,1.03,1.0,3.1,2,0,65.6,0
31350,4.15,4.7,5.0,1.17,1.0,33.3,3,0,66.7,1
31351,1.23,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
31352,2.25,4.6,4.5,1.06,0.0,23.1,3,1,53.8,0
31353,6.25,4.4,3.7,1.0,0.0,0.0,4,0,60.0,0
31354,2.52,4.2,3.8,1.0,0.0,0.0,4,1,55.6,0
31355,3.07,5.0,3.5,1.06,0.0,25.0,3,0,25.0,0
31356,2.4,4.9,5.0,1.11,0.0,14.3,10,0,100.0,0
31357,2.81,4.0,4.0,1.0,0.0,0.0,0,0,100.0,0
31358,2.16,3.5,4.0,1.0,1.0,0.0,2,0,100.0,1
31359,3.93,3.5,3.0,1.0,1.0,0.0,0,0,0.0,1
31360,3.9,4.9,4.9,1.0,0.0,0.0,2,0,73.3,0
31361,2.41,5.0,5.0,1.1,0.0,12.3,14,1,70.4,0
31362,3.76,5.0,5.0,1.0,0.0,0.0,1,0,50.0,1
31366,8.68,5.0,4.7,1.0,0.0,0.0,4,0,75.0,1
31367,3.66,4.8,2.5,1.0,0.0,0.0,5,0,50.0,1
31368,11.93,5.0,5.0,1.0,1.0,0.0,0,0,0.0,1
31369,1.93,4.0,5.0,1.0,0.0,0.0,2,0,100.0,0
31370,4.11,5.0,4.7,1.02,1.0,2.6,0,0,73.7,0
31371,15.25,4.8,5.0,1.0,0.0,0.0,5,0,83.3,1
31374,2.77,4.8,5.0,1.07,1.0,13.3,5,1,40.0,0
31375,6.38,4.0,5.0,1.0,0.0,0.0,1,0,100.0,1
31376,2.5,4.7,4.8,1.36,0.0,27.3,3,0,63.6,0
31377,2.84,4.8,4.8,1.08,0.0,26.7,0,0,60.0,0
31378,13.06,5.0,5.0,1.08,0.0,33.3,0,0,66.7,0
31379,40.91,5.0,5.0,1.0,0.0,0.0,2,0,100.0,1
31380,2.66,4.8,4.0,1.0,0.0,0.0,2,1,33.3,0
31381,4.18,5.0,5.0,1.0,0.0,0.0,2,1,100.0,0
31382,2.83,5.0,4.6,1.0,0.0,0.0,1,1,63.6,0
31383,14.62,5.0,4.0,1.0,0.0,0.0,0,0,100.0,1
31384,4.48,4.6,4.7,1.0,1.0,0.0,4,0,84.6,0
31385,6.73,4.8,4.9,1.0,0.0,0.0,1,0,58.3,0
31386,1.69,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
31387,5.78,5.0,5.0,1.25,1.0,100.0,0,0,0.0,1
31388,1.56,5.0,5.0,1.08,0.0,8.3,0,0,41.7,0
31389,1.98,4.4,5.0,1.0,0.0,0.0,2,1,42.9,0
31390,4.96,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
31391,2.01,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
31392,3.31,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
31393,1.78,5.0,5.0,1.0,1.0,0.0,0,1,33.3,1
31394,4.7,5.0,5.0,1.08,0.0,33.3,3,0,0.0,1
31395,1.35,4.9,4.6,1.0,0.0,0.0,0,0,95.0,0
31396,3.77,4.3,2.0,1.0,0.0,0.0,2,0,71.4,1
31397,0.99,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
31398,4.01,4.9,4.9,1.01,1.0,1.3,25,1,74.7,0
31399,4.02,4.9,4.6,1.03,1.0,11.1,6,0,61.1,1
31400,2.06,5.0,4.0,1.0,0.0,0.0,0,0,66.7,0
31402,3.09,5.0,5.0,1.0,0.0,0.0,1,1,0.0,1
31403,11.86,5.0,5.0,1.0,0.0,0.0,0,1,40.0,0
31404,5.77,5.0,5.0,1.0,0.0,0.0,1,1,60.0,1
31405,4.71,5.0,5.0,1.0,0.0,0.0,0,0,0.0,0
31406,35.33,5.0,5.0,1.0,1.0,0.0,1,0,100.0,0
31407,2.97,4.8,4.9,1.07,0.0,13.5,5,1,45.9,0
31408,31.39,3.7,5.0,1.0,0.0,0.0,1,0,100.0,1
31409,0.98,5.0,5.0,1.0,0.0,0.0,1,1,0.0,1
31410,2.91,4.0,4.0,1.35,0.0,20.0,5,0,100.0,1
31411,6.29,4.8,4.5,1.56,0.0,25.0,0,1,0.0,1
31413,4.87,4.7,5.0,1.02,0.0,2.4,6,1,70.6,0
31414,4.3,4.9,5.0,1.02,0.0,10.0,5,1,70.0,0
31415,17.08,5.0,5.0,1.1,0.0,20.0,0,0,100.0,0
31416,9.5,5.0,5.0,1.88,0.0,50.0,1,0,50.0,1
31417,2.23,5.0,5.0,1.04,0.0,16.7,3,0,66.7,1
31418,3.8,4.8,4.7,1.04,0.0,4.7,6,1,58.1,0
31420,6.29,5.0,4.9,1.0,0.0,0.0,0,0,55.0,0
31421,9.53,5.0,5.0,1.0,0.0,0.0,0,0,0.0,1
31422,8.05,5.0,4.0,1.0,1.0,0.0,1,1,100.0,1
31423,9.18,5.0,5.0,1.25,0.0,25.0,2,0,50.0,0
31424,1.25,5.0,5.0,1.0,0.0,0.0,0,1,100.0,1
31425,7.19,5.0,5.0,1.0,1.0,0.0,1,0,50.0,1
31426,16.03,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
31427,2.67,4.5,5.0,1.63,0.0,50.0,2,0,50.0,1
31429,5.58,4.8,5.0,1.0,1.0,0.0,4,0,100.0,1
31430,8.42,5.0,5.0,2.0,0.0,33.3,0,0,33.3,1
31431,1.49,5.0,5.0,1.13,0.0,50.0,0,0,50.0,1
31433,3.16,4.8,4.5,1.02,0.0,7.7,1,0,69.2,1
31434,2.22,5.0,5.0,1.0,0.0,0.0,1,1,33.3,1
31435,3.21,5.0,4.8,1.0,1.0,0.0,2,0,100.0,1
31436,3.53,4.8,4.3,1.29,0.0,23.1,3,0,69.2,0
31437,2.96,4.6,5.0,1.09,0.0,11.9,5,0,61.0,0
31438,5.6,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
31439,2.49,4.7,4.8,1.01,0.0,2.9,12,1,65.7,0
31440,2.19,4.7,4.2,1.25,0.0,16.7,2,0,83.3,1
31441,2.54,5.0,5.0,1.0,1.0,0.0,2,1,0.0,0
31442,2.19,5.0,5.0,1.0,0.0,0.0,3,0,50.0,1
31443,1.92,4.7,4.6,1.09,0.0,7.4,2,1,48.1,0
31445,7.14,5.0,5.0,1.0,0.0,0.0,1,0,80.0,1
31446,43.71,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
31447,3.12,5.0,1.0,1.0,0.0,0.0,1,0,100.0,1
31448,2.85,5.0,4.0,1.0,0.0,0.0,1,0,100.0,1
31449,4.47,4.9,5.0,1.03,0.0,3.8,8,1,61.5,0
31450,1.07,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
31452,4.01,5.0,4.5,1.0,0.0,0.0,0,0,100.0,1
31453,2.67,5.0,5.0,1.0,1.0,0.0,0,1,0.0,1
31454,1.87,4.9,4.7,1.13,0.0,22.4,9,0,76.5,0
31455,3.14,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
31456,3.12,4.6,4.2,1.0,1.0,0.0,3,0,87.5,1
31457,3.11,4.7,4.6,1.0,1.0,0.0,1,0,77.8,0
31458,6.0,5.0,4.9,1.01,0.0,3.0,23,0,64.2,0
31459,25.23,5.0,5.0,1.0,1.0,0.0,2,1,100.0,1
31460,14.53,5.0,5.0,1.0,0.0,0.0,2,0,0.0,0
31462,2.02,5.0,5.0,1.13,0.0,25.0,0,0,75.0,0
31464,3.44,4.8,4.8,1.11,0.0,11.1,0,0,44.4,0
31465,1.34,5.0,4.5,1.0,1.0,0.0,2,0,100.0,1
31466,2.25,4.0,4.0,1.0,0.0,0.0,0,0,100.0,1
31467,3.67,5.0,4.8,1.19,0.0,18.8,1,0,75.0,0
31468,2.98,5.0,5.0,1.06,1.0,25.0,2,0,75.0,1
31470,3.69,5.0,5.0,1.0,0.0,0.0,0,0,0.0,1
31471,15.29,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
31473,11.3,5.0,5.0,1.0,1.0,0.0,3,0,33.3,1
31477,3.8,5.0,4.3,1.0,0.0,0.0,1,1,100.0,0
31478,4.39,5.0,4.0,1.0,0.0,0.0,2,1,33.3,1
31479,2.72,4.6,3.0,1.0,0.0,0.0,0,0,80.0,0
31480,4.26,5.0,5.0,1.0,0.0,0.0,2,1,33.3,0
31481,4.58,5.0,4.2,1.0,1.0,0.0,5,0,100.0,1
31483,7.79,5.0,5.0,1.0,1.0,0.0,0,0,100.0,1
31484,3.25,4.6,4.8,1.0,0.0,0.0,1,0,82.4,0
31485,6.37,5.0,5.0,1.0,0.0,0.0,2,0,50.0,1
31486,3.7,4.5,5.0,1.25,1.0,50.0,2,0,0.0,1
31488,3.94,5.0,5.0,1.0,0.0,0.0,1,1,0.0,0
31489,7.34,5.0,4.3,1.0,1.0,0.0,3,0,100.0,1
31490,1.74,5.0,5.0,1.0,1.0,0.0,2,0,100.0,1
31491,2.17,4.4,4.8,1.1,0.0,5.9,5,0,82.4,0
31492,3.04,5.0,4.8,1.0,1.0,0.0,4,0,50.0,1
31494,13.34,5.0,5.0,1.0,1.0,0.0,0,1,100.0,0
31495,13.61,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
31496,3.09,4.9,4.4,1.1,0.0,13.6,4,1,50.0,0
31497,3.59,4.9,5.0,1.08,0.0,22.2,2,0,44.4,1
31498,18.32,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
31499,2.33,5.0,4.4,1.0,0.0,0.0,6,1,100.0,0
31500,3.97,4.9,4.9,1.09,0.0,14.3,6,1,42.9,0
31501,5.82,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
31502,10.87,4.9,4.7,1.0,0.0,0.0,2,1,50.0,0
31503,1.4,5.0,4.4,1.0,0.0,0.0,5,1,20.0,1
31504,5.36,5.0,4.7,1.0,0.0,0.0,2,1,100.0,1
31505,1.12,4.5,4.0,1.0,0.0,0.0,0,1,100.0,0
31507,10.68,5.0,5.0,1.0,1.0,0.0,2,1,33.3,1
31508,3.7,5.0,4.0,1.18,0.0,16.7,3,1,29.2,0
31510,13.72,4.3,5.0,1.25,0.0,16.7,0,1,83.3,0
31511,3.81,4.8,4.8,1.38,0.0,33.3,3,0,66.7,1
31512,8.24,5.0,4.7,1.13,0.0,25.0,2,0,100.0,0
31513,10.5,5.0,5.0,1.0,0.0,0.0,0,0,100.0,0
31514,4.25,4.8,2.7,1.0,0.0,0.0,1,1,33.3,1
31517,2.89,4.8,4.0,1.0,0.0,0.0,3,1,33.3,1
31519,1.49,4.7,4.2,1.31,1.0,38.9,6,0,88.9,0
31523,7.85,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
31525,4.46,5.0,5.0,1.05,0.0,8.0,4,1,36.0,0
31526,9.52,5.0,5.0,1.0,0.0,0.0,1,1,100.0,1
31528,3.07,5.0,5.0,1.0,0.0,0.0,1,1,50.0,1
31529,2.55,4.7,4.9,1.18,0.0,20.0,4,1,71.4,0
31530,15.71,5.0,5.0,1.0,0.0,0.0,2,0,0.0,1
31531,3.45,4.5,4.0,1.0,0.0,0.0,2,0,100.0,1
31532,3.54,5.0,4.0,1.0,0.0,0.0,0,0,0.0,1
31533,2.09,5.0,5.0,1.0,1.0,0.0,0,0,0.0,1
31534,12.81,5.0,5.0,1.0,0.0,0.0,1,0,0.0,0
31535,1.13,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
31536,3.76,5.0,5.0,1.0,0.0,0.0,3,1,63.6,0
31537,1.69,4.7,5.0,1.04,0.0,16.7,1,0,16.7,1
31538,3.09,5.0,4.0,1.0,0.0,0.0,0,0,50.0,1
31539,2.91,4.5,5.0,1.0,0.0,0.0,3,1,50.0,0
31540,5.62,5.0,4.0,1.08,0.0,33.3,0,1,33.3,0
31541,1.64,3.0,5.0,1.0,1.0,0.0,1,0,0.0,1
31542,6.71,4.6,4.0,1.03,0.0,3.9,13,1,58.8,0
31543,5.25,5.0,5.0,1.0,0.0,0.0,2,1,50.0,0
31544,7.31,5.0,5.0,1.54,0.0,42.9,1,0,100.0,1
31545,9.66,5.0,4.0,1.0,1.0,0.0,1,1,100.0,1
31546,14.15,5.0,4.7,1.0,1.0,0.0,0,1,100.0,1
31547,2.67,4.7,5.0,1.0,0.0,0.0,2,1,90.0,0
31548,5.05,5.0,4.3,1.0,1.0,0.0,0,1,100.0,1
31549,11.33,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
31550,3.85,4.6,5.0,1.0,0.0,0.0,3,1,50.0,0
31551,1.49,4.8,5.0,1.0,0.0,0.0,0,1,20.0,0
31552,4.15,5.0,5.0,1.12,1.0,15.4,4,1,61.5,1
31553,4.71,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
31554,0.95,5.0,3.0,1.0,0.0,0.0,1,0,100.0,1
31555,3.55,4.4,4.3,1.02,0.0,3.6,9,0,71.4,0
31556,2.91,4.7,3.8,1.13,0.0,15.4,2,0,15.4,0
31557,1.61,5.0,4.0,1.25,1.0,33.3,3,0,100.0,1
31558,6.09,5.0,5.0,1.0,0.0,0.0,0,0,42.9,1
31559,0.81,5.0,4.0,1.0,0.0,0.0,1,0,66.7,0
31560,2.42,4.7,5.0,1.44,0.0,25.0,4,0,25.0,1
31562,3.7,4.7,4.6,1.08,0.0,9.5,6,0,76.2,0
31565,2.84,4.9,5.0,1.41,1.0,62.5,0,1,100.0,1
31568,0.71,5.0,5.0,1.0,1.0,0.0,1,1,100.0,1
31569,3.75,5.0,5.0,1.0,0.0,0.0,1,1,50.0,0
31570,3.96,5.0,4.0,1.29,0.0,33.3,2,1,16.7,0
31572,8.99,5.0,5.0,1.33,1.0,16.7,3,0,0.0,0
31573,5.34,4.9,4.8,1.0,0.0,0.0,5,0,24.2,0
31575,4.88,4.6,4.7,1.0,0.0,0.0,2,0,64.3,0
31576,11.87,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
31577,3.56,4.7,3.5,1.0,0.0,0.0,1,1,45.5,0
31579,4.57,5.0,5.0,1.13,1.0,20.0,2,0,70.0,1
31580,1.84,4.8,4.9,1.04,0.0,4.3,10,1,50.7,0
31581,1.97,4.7,4.9,1.0,0.0,0.0,3,0,71.4,1
31582,3.09,4.8,4.5,1.0,1.0,0.0,1,0,33.3,1
31583,3.31,4.8,3.7,1.04,1.0,10.0,4,0,72.5,1
31584,2.22,5.0,5.0,1.2,0.0,20.0,0,0,80.0,1
31585,3.49,4.8,5.0,1.05,1.0,20.0,0,0,60.0,1
31586,3.03,5.0,5.0,1.25,1.0,20.0,0,0,80.0,1
31587,4.2,5.0,5.0,1.63,0.0,50.0,2,0,100.0,1
31588,2.49,4.9,5.0,1.07,0.0,14.3,5,1,42.9,1
31589,3.05,4.5,3.4,1.15,0.0,6.7,5,1,33.3,0
31591,4.04,5.0,3.0,1.75,1.0,50.0,0,1,100.0,1
31592,5.35,4.7,5.0,1.0,0.0,0.0,2,0,85.7,1
31593,0.39,5.0,5.0,1.0,0.0,0.0,0,0,100.0,0
31594,2.92,5.0,5.0,1.0,1.0,0.0,2,0,0.0,1
31596,3.88,4.8,4.0,1.12,0.0,7.1,2,1,82.1,0
31597,2.57,4.7,4.6,1.04,1.0,6.6,1,0,67.2,1
31598,6.23,4.8,5.0,1.0,0.0,0.0,0,1,50.0,1
31600,4.77,5.0,4.0,1.0,0.0,0.0,0,0,75.0,1
31602,4.11,4.8,3.7,1.04,0.0,5.6,3,0,44.4,0
31603,4.54,5.0,5.0,1.0,0.0,0.0,2,0,0.0,1
31604,1.68,5.0,5.0,1.0,0.0,0.0,0,0,0.0,1
31605,12.57,4.5,5.0,1.0,0.0,0.0,2,1,100.0,1
31606,2.93,4.7,4.8,1.02,1.0,7.1,2,1,57.1,0
31607,2.39,4.7,5.0,1.0,0.0,0.0,0,0,33.3,1
31608,2.09,4.5,4.9,1.11,0.0,11.5,0,0,69.2,1
31609,10.53,5.0,5.0,1.0,0.0,0.0,0,0,50.0,1
31610,3.13,5.0,5.0,1.0,0.0,0.0,0,1,100.0,0
31611,4.4,3.7,5.0,1.0,1.0,0.0,0,1,0.0,1
31612,4.31,4.7,4.1,1.29,0.0,23.5,4,1,70.6,0
31613,6.12,4.9,4.8,1.07,0.0,14.3,11,0,77.1,0
31614,5.69,5.0,4.0,1.0,0.0,0.0,3,0,66.7,1
31615,1.69,5.0,5.0,1.0,0.0,0.0,0,1,100.0,1
31618,5.87,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
31619,1.57,5.0,5.0,1.05,1.0,6.3,3,1,65.6,1
31620,2.79,5.0,5.0,1.0,0.0,0.0,0,0,100.0,0
31621,2.06,5.0,4.3,1.0,0.0,0.0,1,0,100.0,1
31622,2.55,4.6,3.3,1.14,0.0,14.3,3,0,50.0,0
31623,6.33,5.0,4.0,1.0,1.0,0.0,1,1,100.0,1
31625,15.27,5.0,5.0,1.0,0.0,0.0,1,1,100.0,1
31626,4.83,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
31627,12.42,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
31628,3.3,5.0,4.7,1.0,0.0,0.0,1,1,70.0,0
31629,9.21,4.0,4.0,1.0,0.0,0.0,1,0,0.0,1
31631,4.5,3.7,3.9,1.0,1.0,0.0,2,0,40.0,0
31632,6.07,4.6,4.8,1.0,0.0,0.0,1,0,42.9,1
31633,2.2,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
31634,6.63,4.8,5.0,1.0,0.0,0.0,0,0,0.0,1
31635,2.38,5.0,5.0,1.13,0.0,33.3,3,0,50.0,1
31636,8.7,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
31638,3.51,5.0,5.0,1.0,0.0,0.0,3,0,100.0,1
31640,2.38,5.0,5.0,1.0,0.0,0.0,0,1,0.0,1
31641,5.99,5.0,4.4,1.0,1.0,0.0,0,0,81.8,1
31642,6.01,5.0,5.0,1.0,0.0,0.0,0,1,50.0,0
31643,3.42,4.8,4.8,1.09,1.0,21.2,17,1,66.7,0
31646,5.77,5.0,5.0,1.0,0.0,0.0,0,1,80.0,1
31647,3.35,4.8,3.7,1.0,0.0,0.0,11,0,68.0,0
31648,2.09,5.0,5.0,1.0,1.0,0.0,7,0,100.0,1
31649,1.56,5.0,5.0,1.06,1.0,25.0,4,1,50.0,1
31650,2.67,4.6,4.5,1.18,0.0,20.0,2,1,80.0,0
31651,6.04,5.0,5.0,1.0,0.0,0.0,0,0,0.0,1
31652,4.2,5.0,4.6,1.0,1.0,0.0,1,1,100.0,1
31653,1.16,4.7,5.0,1.17,0.0,23.3,9,0,60.0,0
31654,5.49,4.8,5.0,1.0,1.0,0.0,1,1,50.0,1
31655,12.35,5.0,5.0,1.0,1.0,0.0,1,0,100.0,0
31656,1.75,5.0,5.0,1.0,0.0,0.0,0,1,0.0,1
31657,1.33,4.8,4.6,1.03,0.0,6.9,14,0,86.2,1
31658,9.24,5.0,5.0,1.0,1.0,0.0,0,1,0.0,0
31660,8.55,5.0,5.0,1.38,0.0,100.0,0,0,0.0,0
31662,6.31,3.5,4.7,1.0,0.0,0.0,1,1,25.0,1
31664,0.84,4.5,5.0,1.0,0.0,0.0,2,0,100.0,1
31665,2.34,5.0,5.0,1.25,0.0,50.0,0,0,50.0,1
31666,1.51,5.0,5.0,1.0,1.0,0.0,0,1,100.0,0
31667,10.92,5.0,5.0,1.0,0.0,0.0,1,1,100.0,0
31669,1.97,5.0,5.0,1.0,0.0,0.0,2,0,100.0,1
31670,3.95,4.6,2.5,1.06,0.0,12.5,3,0,43.8,0
31671,7.51,4.9,3.8,1.08,1.0,12.5,6,1,62.5,1
31672,5.46,4.8,4.5,1.0,0.0,0.0,4,0,70.0,0
31673,1.39,5.0,5.0,1.0,1.0,0.0,1,0,0.0,1
31674,1.73,5.0,5.0,1.25,1.0,50.0,0,0,100.0,1
31675,4.63,5.0,5.0,1.0,1.0,0.0,2,1,50.0,1
31676,5.37,5.0,5.0,1.33,0.0,33.3,3,0,66.7,1
31677,6.66,4.5,4.7,1.02,0.0,3.8,6,1,56.6,1
31679,4.57,5.0,5.0,1.0,0.0,0.0,0,0,66.7,0
31681,1.78,4.8,5.0,1.0,0.0,0.0,3,0,40.0,1
31682,2.23,4.8,5.0,1.0,1.0,0.0,3,0,50.0,1
31684,1.16,4.0,5.0,1.0,0.0,0.0,2,0,100.0,0
31685,17.22,4.7,4.7,1.21,0.0,16.7,3,1,100.0,0
31686,12.68,5.0,5.0,1.0,1.0,0.0,0,0,100.0,1
31687,4.65,4.7,5.0,1.42,0.0,33.3,0,0,0.0,1
31688,7.23,4.3,3.5,1.0,0.0,0.0,1,0,66.7,1
31690,1.97,4.5,4.8,1.09,0.0,4.0,2,0,48.0,0
31692,1.38,4.3,3.7,1.0,1.0,0.0,5,1,50.0,0
31693,2.32,4.2,4.7,1.09,0.0,13.6,2,0,63.6,0
31694,1.88,4.6,3.8,1.0,0.0,0.0,7,1,100.0,0
31696,19.67,5.0,4.7,1.0,0.0,0.0,5,1,100.0,1
31698,4.89,4.9,4.7,1.18,0.0,11.5,4,0,84.6,0
31699,3.88,3.6,3.5,1.0,0.0,0.0,1,1,60.0,0
31701,10.62,5.0,4.0,1.0,0.0,0.0,2,0,50.0,1
31704,6.34,5.0,5.0,1.0,1.0,0.0,0,0,0.0,0
31706,2.37,4.9,5.0,1.04,1.0,9.1,24,0,63.6,0
31708,1.37,5.0,4.8,1.13,0.0,16.7,0,1,66.7,1
31709,3.78,4.3,4.1,1.05,0.0,2.4,6,0,68.3,0
31710,2.72,5.0,2.3,1.21,0.0,50.0,3,0,16.7,1
31711,8.63,4.7,5.0,1.08,1.0,11.1,0,0,77.8,1
31712,5.34,4.4,4.0,1.0,0.0,0.0,4,1,54.8,0
31713,3.71,5.0,5.0,1.0,1.0,0.0,0,1,100.0,1
31714,3.33,4.8,5.0,1.0,0.0,0.0,3,0,33.3,1
31715,7.62,4.8,5.0,1.02,0.0,10.0,4,0,30.0,0
31716,7.3,5.0,3.5,1.0,0.0,0.0,2,0,75.0,1
31717,47.28,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
31718,1.85,4.4,4.5,1.0,0.0,0.0,5,1,93.9,0
31719,2.75,4.7,3.8,1.07,0.0,9.1,1,1,90.9,1
31720,18.56,5.0,5.0,1.0,0.0,0.0,1,1,60.0,0
31722,10.31,5.0,4.0,1.0,0.0,0.0,1,0,100.0,1
31723,3.06,5.0,5.0,1.0,0.0,0.0,3,0,100.0,1
31724,6.26,4.8,4.8,1.01,0.0,4.2,3,1,50.0,0
31725,10.55,5.0,5.0,1.0,0.0,0.0,2,0,80.0,1
31726,3.06,4.7,4.8,1.03,0.0,3.2,0,1,48.4,0
31728,2.07,4.5,5.0,1.02,0.0,7.1,3,0,85.7,0
31729,5.34,5.0,5.0,1.0,0.0,0.0,0,0,50.0,0
31730,2.01,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
31731,2.08,5.0,5.0,1.0,1.0,0.0,0,0,0.0,1
31732,2.05,5.0,4.5,1.0,0.0,0.0,0,0,100.0,1
31735,5.9,5.0,5.0,1.0,0.0,0.0,0,0,33.3,0
31736,12.78,4.9,4.2,1.04,0.0,10.7,4,0,82.1,0
31737,4.2,4.7,4.7,1.0,1.0,0.0,1,0,66.7,0
31739,2.05,5.0,4.5,1.06,0.0,25.0,3,1,75.0,1
